name	term	lev	seq	value
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa03468	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa03467	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa03465	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa03801	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa03802	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa03800	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa03814	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa03815	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa07665	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa07714	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa07717	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa08049	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa08153	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa24547	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa24902	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa24911	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa24910	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa25352	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa16639	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa16787	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa16991	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa02302	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa02501	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa02732	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa02960	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa31001	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa31084	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa31121	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa31127	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa31551	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa31557	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa31555	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa31554	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa04983	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa14086	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa14083	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa08358	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa15319	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa31821	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa18593	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa06222	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa19518	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa10742	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa11094	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa20961	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa00134	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa00412	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa00415	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa00426	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa25652	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa30446	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa01592	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa03867	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa24414	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa16638	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa17112	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa17220	0
"transferase activity, transferring glycosyl groups"	GO:0016758;GO:0016757	2	Mcavernosa30884	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa04462	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa05077	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa05083	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa05199	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa05601	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa05810	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa12359	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa13493	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa13763	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa14147	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa14291	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa14294	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa14292	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa14286	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa27960	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa28753	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa08377	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa08582	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa08658	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa08657	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa08655	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa08656	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa08903	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa14342	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa14783	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa11770	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa31857	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa32431	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa18250	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa18663	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa18861	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa18908	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa18941	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa06260	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa06476	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa07103	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa07176	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa07179	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa07181	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa07180	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa19605	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa19610	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa19606	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa21903	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa21902	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa22520	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa15732	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa16006	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa10593	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa11203	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa09371	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa09839	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa10057	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa10062	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa10070	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa10083	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa10082	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa10085	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa20984	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa20994	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa26417	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa20343	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa23284	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa23463	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa00547	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa01056	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa01055	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa29628	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa29925	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa29971	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa25674	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa25818	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa23756	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa24028	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa24175	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa24176	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa27377	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa30559	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa30665	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa30664	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa35061	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa35062	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa33691	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa02026	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa03300	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa03562	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa03777	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa04151	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa07313	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa07318	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa07319	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa07767	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa07792	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa07794	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa24434	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa24881	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa25190	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa16894	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa17261	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa02177	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa02339	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa02340	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa02818	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa02817	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa02974	0
"phosphoprotein phosphatase activity"	GO:0004721	3	Mcavernosa03109	0
"3-hydroxyacyl-CoA dehydrogenase activity"	GO:0003857	4	Mcavernosa05497	0
"3-hydroxyacyl-CoA dehydrogenase activity"	GO:0003857	4	Mcavernosa08362	0
"3-hydroxyacyl-CoA dehydrogenase activity"	GO:0003857	4	Mcavernosa10763	0
"3-hydroxyacyl-CoA dehydrogenase activity"	GO:0003857	4	Mcavernosa09539	0
"3-hydroxyacyl-CoA dehydrogenase activity"	GO:0003857	4	Mcavernosa01999	0
"3-hydroxyacyl-CoA dehydrogenase activity"	GO:0003857	4	Mcavernosa07926	0
"3-hydroxyacyl-CoA dehydrogenase activity"	GO:0003857	4	Mcavernosa07927	0
"NADP binding"	GO:0050661	2	Mcavernosa04541	0
"NADP binding"	GO:0050661	2	Mcavernosa04661	0
"NADP binding"	GO:0050661	2	Mcavernosa04659	0
"NADP binding"	GO:0050661	2	Mcavernosa04660	0
"NADP binding"	GO:0050661	2	Mcavernosa05570	0
"NADP binding"	GO:0050661	2	Mcavernosa05571	0
"NADP binding"	GO:0050661	2	Mcavernosa05719	0
"NADP binding"	GO:0050661	2	Mcavernosa12219	0
"NADP binding"	GO:0050661	2	Mcavernosa13033	0
"NADP binding"	GO:0050661	2	Mcavernosa13711	0
"NADP binding"	GO:0050661	2	Mcavernosa14150	0
"NADP binding"	GO:0050661	2	Mcavernosa28140	0
"NADP binding"	GO:0050661	2	Mcavernosa28147	0
"NADP binding"	GO:0050661	2	Mcavernosa28808	0
"NADP binding"	GO:0050661	2	Mcavernosa08392	0
"NADP binding"	GO:0050661	2	Mcavernosa08397	0
"NADP binding"	GO:0050661	2	Mcavernosa08398	0
"NADP binding"	GO:0050661	2	Mcavernosa08402	0
"NADP binding"	GO:0050661	2	Mcavernosa08401	0
"NADP binding"	GO:0050661	2	Mcavernosa09258	0
"NADP binding"	GO:0050661	2	Mcavernosa11284	0
"NADP binding"	GO:0050661	2	Mcavernosa11829	0
"NADP binding"	GO:0050661	2	Mcavernosa11843	0
"NADP binding"	GO:0050661	2	Mcavernosa11845	0
"NADP binding"	GO:0050661	2	Mcavernosa11910	0
"NADP binding"	GO:0050661	2	Mcavernosa12123	0
"NADP binding"	GO:0050661	2	Mcavernosa12206	0
"NADP binding"	GO:0050661	2	Mcavernosa32173	0
"NADP binding"	GO:0050661	2	Mcavernosa18573	0
"NADP binding"	GO:0050661	2	Mcavernosa19020	0
"NADP binding"	GO:0050661	2	Mcavernosa22031	0
"NADP binding"	GO:0050661	2	Mcavernosa22282	0
"NADP binding"	GO:0050661	2	Mcavernosa15642	0
"NADP binding"	GO:0050661	2	Mcavernosa21107	0
"NADP binding"	GO:0050661	2	Mcavernosa26301	0
"NADP binding"	GO:0050661	2	Mcavernosa29991	0
"NADP binding"	GO:0050661	2	Mcavernosa30049	0
"NADP binding"	GO:0050661	2	Mcavernosa30125	0
"NADP binding"	GO:0050661	2	Mcavernosa23800	0
"NADP binding"	GO:0050661	2	Mcavernosa23970	0
"NADP binding"	GO:0050661	2	Mcavernosa30515	0
"NADP binding"	GO:0050661	2	Mcavernosa34691	0
"NADP binding"	GO:0050661	2	Mcavernosa03691	0
"NADP binding"	GO:0050661	2	Mcavernosa07245	0
"NADP binding"	GO:0050661	2	Mcavernosa16687	0
"NADP binding"	GO:0050661	2	Mcavernosa17240	0
"NADP binding"	GO:0050661	2	Mcavernosa02359	0
"NADP binding"	GO:0050661	2	Mcavernosa03122	0
"NADP binding"	GO:0050661	2	Mcavernosa30881	0
"NADP binding"	GO:0050661	2	Mcavernosa30877	0
"NADP binding"	GO:0050661	2	Mcavernosa31429	0
"endoribonuclease activity"	GO:0004521;GO:0016891	2	Mcavernosa05630	0
"endoribonuclease activity"	GO:0004521;GO:0016891	2	Mcavernosa05637	0
"endoribonuclease activity"	GO:0004521;GO:0016891	2	Mcavernosa08721	0
"endoribonuclease activity"	GO:0004521;GO:0016891	2	Mcavernosa15279	0
"endoribonuclease activity"	GO:0004521;GO:0016891	2	Mcavernosa11949	0
"endoribonuclease activity"	GO:0004521;GO:0016891	2	Mcavernosa12007	0
"endoribonuclease activity"	GO:0004521;GO:0016891	2	Mcavernosa18587	0
"endoribonuclease activity"	GO:0004521;GO:0016891	2	Mcavernosa19715	0
"endoribonuclease activity"	GO:0004521;GO:0016891	2	Mcavernosa22469	0
"endoribonuclease activity"	GO:0004521;GO:0016891	2	Mcavernosa16256	0
"endoribonuclease activity"	GO:0004521;GO:0016891	2	Mcavernosa21222	0
"endoribonuclease activity"	GO:0004521;GO:0016891	2	Mcavernosa23130	0
"endoribonuclease activity"	GO:0004521;GO:0016891	2	Mcavernosa23808	0
"endoribonuclease activity"	GO:0004521;GO:0016891	2	Mcavernosa30278	0
"endoribonuclease activity"	GO:0004521;GO:0016891	2	Mcavernosa34634	0
"endoribonuclease activity"	GO:0004521;GO:0016891	2	Mcavernosa07849	0
"endoribonuclease activity"	GO:0004521;GO:0016891	2	Mcavernosa07920	0
"endoribonuclease activity"	GO:0004521;GO:0016891	2	Mcavernosa08009	0
"endoribonuclease activity"	GO:0004521;GO:0016891	2	Mcavernosa08010	0
"endoribonuclease activity"	GO:0004521;GO:0016891	2	Mcavernosa24455	0
"endoribonuclease activity"	GO:0004521;GO:0016891	2	Mcavernosa16805	0
"endoribonuclease activity"	GO:0004521;GO:0016891	2	Mcavernosa31040	0
"heparan sulfate proteoglycan binding"	GO:0043395	2	Mcavernosa12649	0
"heparan sulfate proteoglycan binding"	GO:0043395	2	Mcavernosa12654	0
"heparan sulfate proteoglycan binding"	GO:0043395	2	Mcavernosa28316	0
"heparan sulfate proteoglycan binding"	GO:0043395	2	Mcavernosa08293	0
"heparan sulfate proteoglycan binding"	GO:0043395	2	Mcavernosa08295	0
"heparan sulfate proteoglycan binding"	GO:0043395	2	Mcavernosa26519	0
"heparan sulfate proteoglycan binding"	GO:0043395	2	Mcavernosa29883	0
"heparan sulfate proteoglycan binding"	GO:0043395	2	Mcavernosa33742	0
"heparan sulfate proteoglycan binding"	GO:0043395	2	Mcavernosa01775	0
"heparan sulfate proteoglycan binding"	GO:0043395	2	Mcavernosa02453	0
"endonuclease activity"	GO:0004519	3	Mcavernosa05630	0
"endonuclease activity"	GO:0004519	3	Mcavernosa05637	0
"endonuclease activity"	GO:0004519	3	Mcavernosa13372	0
"endonuclease activity"	GO:0004519	3	Mcavernosa13410	0
"endonuclease activity"	GO:0004519	3	Mcavernosa08721	0
"endonuclease activity"	GO:0004519	3	Mcavernosa15279	0
"endonuclease activity"	GO:0004519	3	Mcavernosa11608	0
"endonuclease activity"	GO:0004519	3	Mcavernosa11949	0
"endonuclease activity"	GO:0004519	3	Mcavernosa12007	0
"endonuclease activity"	GO:0004519	3	Mcavernosa18587	0
"endonuclease activity"	GO:0004519	3	Mcavernosa06524	0
"endonuclease activity"	GO:0004519	3	Mcavernosa19485	0
"endonuclease activity"	GO:0004519	3	Mcavernosa19486	0
"endonuclease activity"	GO:0004519	3	Mcavernosa19715	0
"endonuclease activity"	GO:0004519	3	Mcavernosa22469	0
"endonuclease activity"	GO:0004519	3	Mcavernosa16256	0
"endonuclease activity"	GO:0004519	3	Mcavernosa10624	0
"endonuclease activity"	GO:0004519	3	Mcavernosa10677	0
"endonuclease activity"	GO:0004519	3	Mcavernosa10904	0
"endonuclease activity"	GO:0004519	3	Mcavernosa09354	0
"endonuclease activity"	GO:0004519	3	Mcavernosa21222	0
"endonuclease activity"	GO:0004519	3	Mcavernosa26315	0
"endonuclease activity"	GO:0004519	3	Mcavernosa26998	0
"endonuclease activity"	GO:0004519	3	Mcavernosa17673	0
"endonuclease activity"	GO:0004519	3	Mcavernosa23130	0
"endonuclease activity"	GO:0004519	3	Mcavernosa23808	0
"endonuclease activity"	GO:0004519	3	Mcavernosa24158	0
"endonuclease activity"	GO:0004519	3	Mcavernosa30278	0
"endonuclease activity"	GO:0004519	3	Mcavernosa34634	0
"endonuclease activity"	GO:0004519	3	Mcavernosa34842	0
"endonuclease activity"	GO:0004519	3	Mcavernosa34285	0
"endonuclease activity"	GO:0004519	3	Mcavernosa33804	0
"endonuclease activity"	GO:0004519	3	Mcavernosa07849	0
"endonuclease activity"	GO:0004519	3	Mcavernosa07920	0
"endonuclease activity"	GO:0004519	3	Mcavernosa08009	0
"endonuclease activity"	GO:0004519	3	Mcavernosa08010	0
"endonuclease activity"	GO:0004519	3	Mcavernosa08102	0
"endonuclease activity"	GO:0004519	3	Mcavernosa24455	0
"endonuclease activity"	GO:0004519	3	Mcavernosa24640	0
"endonuclease activity"	GO:0004519	3	Mcavernosa25032	0
"endonuclease activity"	GO:0004519	3	Mcavernosa25216	0
"endonuclease activity"	GO:0004519	3	Mcavernosa16804	0
"endonuclease activity"	GO:0004519	3	Mcavernosa16805	0
"endonuclease activity"	GO:0004519	3	Mcavernosa02562	0
"endonuclease activity"	GO:0004519	3	Mcavernosa31000	0
"endonuclease activity"	GO:0004519	3	Mcavernosa31040	0
"endonuclease activity"	GO:0004519	3	Mcavernosa31150	0
"endonuclease activity"	GO:0004519	3	Mcavernosa31248	0
"endonuclease activity"	GO:0004519	3	Mcavernosa31574	0
"endonuclease activity"	GO:0004519	3	Mcavernosa31575	0
"endonuclease activity"	GO:0004519	3	Mcavernosa31576	0
"neuropeptide binding"	GO:0042923	2	Mcavernosa11683	0
"neuropeptide binding"	GO:0042923	2	Mcavernosa22727	0
"neuropeptide binding"	GO:0042923	2	Mcavernosa26863	0
"neuropeptide binding"	GO:0042923	2	Mcavernosa26862	0
"neuropeptide binding"	GO:0042923	2	Mcavernosa23369	0
"neuropeptide binding"	GO:0042923	2	Mcavernosa23370	0
"neuropeptide binding"	GO:0042923	2	Mcavernosa23371	0
"neuropeptide binding"	GO:0042923	2	Mcavernosa01501	0
"neuropeptide binding"	GO:0042923	2	Mcavernosa24376	0
"neuropeptide binding"	GO:0042923	2	Mcavernosa24978	0
"neuropeptide binding"	GO:0042923	2	Mcavernosa16931	0
"epinephrine binding"	GO:0035240;GO:1901338;GO:0051379;GO:0051380	4	Mcavernosa14532	0
"epinephrine binding"	GO:0035240;GO:1901338;GO:0051379;GO:0051380	4	Mcavernosa14854	0
"epinephrine binding"	GO:0035240;GO:1901338;GO:0051379;GO:0051380	4	Mcavernosa18562	0
"epinephrine binding"	GO:0035240;GO:1901338;GO:0051379;GO:0051380	4	Mcavernosa09847	0
"epinephrine binding"	GO:0035240;GO:1901338;GO:0051379;GO:0051380	4	Mcavernosa00564	0
"epinephrine binding"	GO:0035240;GO:1901338;GO:0051379;GO:0051380	4	Mcavernosa24977	0
"epinephrine binding"	GO:0035240;GO:1901338;GO:0051379;GO:0051380	4	Mcavernosa02311	0
"epinephrine binding"	GO:0035240;GO:1901338;GO:0051379;GO:0051380	4	Mcavernosa02326	0
"epinephrine binding"	GO:0035240;GO:1901338;GO:0051379;GO:0051380	4	Mcavernosa18957	0
"carbohydrate derivative binding"	GO:0000166;GO:1901265;GO:0097367	2	Mcavernosa04279	0
"carbohydrate derivative binding"	GO:0000166;GO:1901265;GO:0097367	2	Mcavernosa04282	0
"carbohydrate derivative binding"	GO:0000166;GO:1901265;GO:0097367	2	Mcavernosa04294	0
"carbohydrate derivative binding"	GO:0000166;GO:1901265;GO:0097367	2	Mcavernosa04299	0
"carbohydrate derivative binding"	GO:0000166;GO:1901265;GO:0097367	2	Mcavernosa04448	0
"carbohydrate derivative binding"	GO:0000166;GO:1901265;GO:0097367	2	Mcavernosa04491	0
"carbohydrate derivative binding"	GO:0000166;GO:1901265;GO:0097367	2	Mcavernosa04519	0
"carbohydrate derivative binding"	GO:0000166;GO:1901265;GO:0097367	2	Mcavernosa04541	0
"carbohydrate derivative binding"	GO:0000166;GO:1901265;GO:0097367	2	Mcavernosa04542	0
"carbohydrate derivative binding"	GO:0000166;GO:1901265;GO:0097367	2	Mcavernosa04661	0
"carbohydrate derivative binding"	GO:0000166;GO:1901265;GO:0097367	2	Mcavernosa04659	0
"carbohydrate derivative binding"	GO:0000166;GO:1901265;GO:0097367	2	Mcavernosa04660	0
"carbohydrate derivative binding"	GO:0000166;GO:1901265;GO:0097367	2	Mcavernosa04709	0
"carbohydrate derivative binding"	GO:0000166;GO:1901265;GO:0097367	2	Mcavernosa04797	0
"carbohydrate derivative binding"	GO:0000166;GO:1901265;GO:0097367	2	Mcavernosa04798	0
"carbohydrate derivative binding"	GO:0000166;GO:1901265;GO:0097367	2	Mcavernosa04799	0
"carbohydrate derivative binding"	GO:0000166;GO:1901265;GO:0097367	2	Mcavernosa04815	0
"carbohydrate derivative binding"	GO:0000166;GO:1901265;GO:0097367	2	Mcavernosa05135	0
"carbohydrate derivative binding"	GO:0000166;GO:1901265;GO:0097367	2	Mcavernosa05269	0
"carbohydrate derivative binding"	GO:0000166;GO:1901265;GO:0097367	2	Mcavernosa05459	0
"carbohydrate derivative binding"	GO:0000166;GO:1901265;GO:0097367	2	Mcavernosa05466	0
"carbohydrate derivative binding"	GO:0000166;GO:1901265;GO:0097367	2	Mcavernosa05482	0
"carbohydrate derivative binding"	GO:0000166;GO:1901265;GO:0097367	2	Mcavernosa05483	0
"carbohydrate derivative binding"	GO:0000166;GO:1901265;GO:0097367	2	Mcavernosa05484	0
"carbohydrate derivative binding"	GO:0000166;GO:1901265;GO:0097367	2	Mcavernosa05486	0
"carbohydrate derivative binding"	GO:0000166;GO:1901265;GO:0097367	2	Mcavernosa05501	0
"carbohydrate derivative binding"	GO:0000166;GO:1901265;GO:0097367	2	Mcavernosa05499	0
"carbohydrate derivative binding"	GO:0000166;GO:1901265;GO:0097367	2	Mcavernosa05491	0
"carbohydrate derivative binding"	GO:0000166;GO:1901265;GO:0097367	2	Mcavernosa05570	0
"carbohydrate derivative binding"	GO:0000166;GO:1901265;GO:0097367	2	Mcavernosa05571	0
"carbohydrate derivative binding"	GO:0000166;GO:1901265;GO:0097367	2	Mcavernosa05680	0
"carbohydrate derivative binding"	GO:0000166;GO:1901265;GO:0097367	2	Mcavernosa05719	0
"carbohydrate derivative binding"	GO:0000166;GO:1901265;GO:0097367	2	Mcavernosa05757	0
"carbohydrate derivative binding"	GO:0000166;GO:1901265;GO:0097367	2	Mcavernosa05839	0
"carbohydrate derivative binding"	GO:0000166;GO:1901265;GO:0097367	2	Mcavernosa05838	0
